QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,actual_only,actual_with_consensus,players_actual,players_consensus,players_missing,error_vs_mean,error_vs_median,in_range,above_p90,below_p10
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,9,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12542",1,0.0,119.89999999999998,60000,125.03293867273705,121.32474665532096,93.27956102141935,161.19229048774403,27.891369033088353,0.1329512371019487,67.91272946632468,109.08,119.67999999999999,8,1,0,-5.352938672737054,-1.6447466553209722,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,55,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-40845,123617-12539",2,0.65,119.09999999999998,60000,124.17551740207884,120.76316312704598,92.28689858560622,160.17402941987766,27.411446801820745,0.1244864709149973,67.88713083427143,102.22,123.02,7,2,0,-1.1555174020788428,2.256836872954011,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Tennessee Titans,34,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12534",2,0.4399999999999999,119.29999999999998,59900,124.18590922581186,121.035215872877,92.1485069494196,159.96200829761392,27.135153798052933,0.1161111293631562,67.81350134819432,119.38,125.17999999999999,8,1,0,0.9940907741881375,4.144784127122989,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,58,"123617-138820,123617-55050,123617-6654,123617-152647,123617-90573,123617-151903,123617-103619,123617-86080,123617-12534",2,0.6799999999999999,119.09999999999998,59900,123.98661890798192,120.53367045857937,92.15527302840462,159.88324760890268,27.663336291527276,0.1248203908962397,67.72797458049806,78.71999999999998,103.21999999999998,6,3,0,-20.766618907981936,-17.31367045857938,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,80,"123617-138820,123617-55050,123617-102965,123617-90573,123617-25079,123617-110484,123617-151903,123617-86080,123617-12539",2,0.9000000000000001,119.0,59900,124.05135047836283,121.0197315420307,92.46407826722276,160.19072875958673,26.715228860144684,0.113479055418271,67.72665049236397,110.24000000000001,120.84,8,1,0,-3.2113504783628315,-0.1797315420306944,True,False,False
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,32,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",2,0.42,119.29999999999998,60000,125.73038477404825,122.55102169666458,94.04025061851692,161.76154651886364,27.25211550237241,0.1166648173462672,67.72129590034672,106.24000000000001,116.84,8,1,0,-8.890384774048243,-5.711021696664574,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,65,"123617-138820,123617-55050,123617-90573,123617-129471,123617-103539,123617-110484,123617-151903,123617-40845,123617-12548",2,0.75,119.09999999999998,59900,125.50140535118086,122.18957941672906,93.69786735824142,161.4118406584643,27.293267685157687,0.1213422288842608,67.71397330022289,97.24,107.83999999999999,8,1,0,-17.661405351180875,-14.349579416729071,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,child_261773,"123617-138820,123617-55050,123617-110484,123617-12542,123617-90573,123617-151903,123617-86312,123617-86080,123617-152316",2,0.32,119.5,59400,123.72121009656053,119.96921862523465,91.88583446491056,159.5922118451577,28.43535182387773,0.1319481290249148,67.70637738024712,117.98,128.57999999999998,8,1,0,4.858789903439458,8.610781374765338,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",2,0.35,119.4,59800,125.951909547169,122.5681043826156,93.679370168158,161.35026681255428,27.782467803427753,0.121796421703615,67.67089664439628,125.84,125.84,9,0,0,-0.11190954716899171,3.271895617384402,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,17,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12539",1,0.0,119.59999999999998,60000,124.57731579377663,121.35378488682088,93.10605484463878,160.77492767372763,27.80730789783033,0.1159238757955161,67.66887282908885,119.58,130.18,8,1,0,5.602684206223373,8.826215113179131,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_220528,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-86518,123617-103619,123617-86080,123617-152316",3,2.257279751797859,117.6,58900,122.05457621290816,118.42359985527337,90.00184719998768,157.6549234658942,28.058294838207377,0.1294083043382394,67.65307626590652,95.17999999999999,119.27999999999999,6,3,0,-2.7745762129081726,0.8564001447266207,True,False,False
Drake Maye,De'Von Achane,Ashton Jeanty,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,57,"123617-138820,123617-152316,123617-167031,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",2,0.67,119.1,60000,124.09763439043918,120.518593240335,92.16344257639398,159.79959035404534,27.49155081691542,0.1301869499447089,67.63614777765136,107.68,118.28,8,1,0,-5.817634390439181,-2.2385932403349926,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,75,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-167620,123617-151903,123617-86080,123617-12534",2,0.8500000000000001,119.0,59900,124.81944410824144,121.29805197060551,93.0099051194692,160.59436679326046,27.573576989420665,0.1277089344986684,67.58446167379127,85.94,102.33999999999999,7,2,0,-22.479444108241452,-18.958051970605524,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,170,"123617-138820,123617-55050,123617-89951,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12538",3,2.594218048907276,117.6,60000,125.07496970143974,121.5189250883377,93.0245309637518,160.54854737769338,27.59863607488031,0.1288485635106686,67.52401641394158,108.56000000000002,127.46000000000002,7,2,0,2.385030298560281,5.9410749116623265,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,48,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.58,119.1,60000,125.3028408904486,122.30391647677097,93.85222801020872,161.3639080265879,27.289966269724324,0.1098911000489095,67.51168001637917,130.96,130.96,9,0,0,5.657159109551401,8.656083523229043,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,50,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12537",2,0.6000000000000001,119.1,59900,124.68378528054365,121.34790742331612,92.82165492328868,160.28667686771908,27.83973964060447,0.119824319490478,67.4650219444304,106.08,116.28,8,1,0,-8.403785280543644,-5.0679074233161145,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,Tyjae Spears,Los Angeles Chargers,child_468096,"123617-138820,123617-55050,123617-107293,123617-12548,123617-90573,123617-103539,123617-151903,123617-40845,123617-152316",3,1.8106551900138323,118.0,59800,124.17689894409064,120.8017346237067,92.25933035181936,159.70712092621542,27.574222183900257,0.1224028840369103,67.44779057439605,93.38,103.97999999999999,8,1,0,-20.19689894409065,-16.821734623706703,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,child_987062,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-86518,123617-151903,123617-40845,123617-6654",2,0.4399999999999999,119.29999999999998,59500,122.96791037220196,119.66756491443238,91.60651444644752,159.0406630081059,27.75282747271034,0.1189192510570264,67.43414856165838,85.92,112.51999999999998,6,3,0,-10.447910372201974,-7.147564914432394,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,52,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12525",2,0.6200000000000001,119.1,59900,123.9888871298219,120.8335771783451,92.46166988988006,159.86373728302826,27.18077767333433,0.1160860807368408,67.4020673931482,111.02,118.42,8,1,0,-5.568887129821903,-2.4135771783450934,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,Tennessee Titans,child_774876,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-167620,123617-103539,123617-40845,123617-102965",2,1.01,118.9,59600,124.73667144866344,121.44000475619848,93.14771582669076,160.53352389209277,27.245559088178315,0.1209983132221846,67.38580806540199,110.44000000000001,116.24000000000001,8,1,0,-8.496671448663434,-5.200004756198467,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,78,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12539",2,0.8799999999999999,119.0,59900,124.98585024828616,121.65924023645344,93.00773697671065,160.3823678049158,27.614279135760807,0.1204670234366078,67.37463082820514,115.76,126.36,8,1,0,1.3741497517138441,4.700759763546557,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,56,"123617-138820,123617-55050,123617-45889,123617-102965,123617-103539,123617-110484,123617-151903,123617-86080,123617-12534",2,0.66,119.09999999999998,59900,123.6082853945168,120.17561968800024,91.57696820533286,158.94131167228448,27.46746665828221,0.1249720532738506,67.36434346695162,116.34000000000002,132.74,7,2,0,9.13171460548321,12.56438031199977,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,35,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12539",2,0.45,119.3,59900,125.5826373858487,122.39781757482112,94.02795504233627,161.37039119309085,27.703691946307945,0.1149601221815498,67.34243615075458,110.06,120.66,8,1,0,-4.922637385848702,-1.737817574821122,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Arizona Cardinals,24,"123617-138820,123617-55050,123617-6654,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12546",2,0.3399999999999999,119.39999999999998,60000,123.5602704403734,120.64072530924662,91.97061337755302,159.30357003532808,27.37207945164231,0.1066614298078698,67.33295665777506,85.92,113.01999999999998,6,3,0,-10.540270440373419,-7.620725309246637,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_271668,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-57403,123617-103539,123617-86080,123617-6654",2,0.97,118.89999999999998,59700,123.69053909609664,120.1645275007686,92.22670849488752,159.5557447084649,27.129974350544916,0.1299673766649625,67.32903621357738,109.92,115.72,8,1,0,-7.970539096096644,-4.444527500768601,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Tre Tucker,Hunter Henry,RJ Harvey,Miami Dolphins,198,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-103619,123617-40845,123617-12539",3,1.7127581165453951,117.59999999999998,59800,124.10866060285136,120.39954790069704,92.46908853212491,159.75147924774453,27.768160517444834,0.1335743035561951,67.28239071561961,115.98,124.08,8,1,0,-0.028660602851360295,3.680452099302954,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Quentin Johnston,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,45,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-120639,123617-86080,123617-12548",2,0.55,119.09999999999998,59800,124.8278194868196,121.70720393727862,93.27800127106066,160.55409141574194,27.155977504538157,0.114914498990857,67.27609014468128,112.94000000000001,123.54,8,1,0,-1.2878194868196005,1.8327960627213855,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Las Vegas Raiders,child_720975,"123617-138820,123617-55050,123617-110484,123617-12537,123617-90573,123617-103539,123617-151903,123617-40845,123617-6654",1,0.0,119.59999999999998,59800,123.989737405963,120.671818329131,91.92823811913914,159.18756149970844,27.289810085058978,0.1215808782285568,67.2593233805693,96.82,107.41999999999999,8,1,0,-16.56973740596301,-13.251818329131012,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,2,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12534",1,0.0,120.39999999999998,60000,125.15300374649809,121.65380347373475,93.429390050395,160.6775320178074,27.32661971530979,0.1280509740764925,67.24814196741241,96.72,113.11999999999999,7,2,0,-12.033003746498096,-8.533803473734764,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,74,"123617-138820,123617-55050,123617-6654,123617-90573,123617-86518,123617-110484,123617-151903,123617-103587,123617-12539",2,0.8400000000000001,119.0,59900,124.21080912771215,121.15292794527323,92.71642091281736,159.9424753402193,27.08559026942907,0.1128969740744503,67.22605442740193,99.61999999999999,120.41999999999999,7,2,0,-3.7908091277121656,-0.7329279452732465,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Tennessee Titans,child_712012,"123617-138820,123617-55050,123617-110484,123617-12534,123617-167620,123617-86518,123617-151903,123617-40845,123617-6654",2,0.41,119.29999999999998,59300,122.67884387397002,119.68452774045468,91.0425631689221,158.26264072966234,27.32493241315756,0.1095818312829023,67.22007756074024,91.22,117.82,6,3,0,-4.858843873970031,-1.8645277404546903,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Los Angeles Chargers,child_355873,"123617-138820,123617-55050,123617-107293,123617-12548,123617-167620,123617-103539,123617-151903,123617-86080,123617-152316",2,0.56,119.1,59300,122.1440829832529,118.79818258058108,90.88267381086384,158.10181023597073,27.647245286480917,0.1210211132429859,67.2191364251069,101.08000000000001,111.68,8,1,0,-10.464082983252894,-7.1181825805810774,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,44,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-40845,123617-12539",2,0.54,119.2,59900,124.74234227369074,121.59867054205512,93.08076328639328,160.2871645197397,27.17353501915431,0.1156887291042431,67.20640123334641,119.61999999999999,119.61999999999999,9,0,0,-5.122342273690748,-1.9786705420551272,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,child_394047,"123617-138820,123617-55050,123617-110484,123617-12539,123617-167620,123617-86518,123617-151903,123617-103587,123617-151966",2,0.39,119.4,59200,122.09476708238306,118.4896418523482,90.84926700266034,157.98109762408671,27.188961200388157,0.1325951809436314,67.13183062142637,104.86,125.66,7,2,0,3.565232917616939,7.170358147651797,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Tyjae Spears,Miami Dolphins,child_981099,"123617-138820,123617-55050,123617-107293,123617-12539,123617-167620,123617-103539,123617-151903,123617-86080,123617-152316",1,0.0,120.59999999999998,58500,120.60858200926694,116.87205073419938,89.23320893192975,156.3612731022258,27.787312020568734,0.1344689717487501,67.12806417029604,104.08000000000001,114.68,8,1,0,-5.928582009266933,-2.19205073419937,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,16,"123617-138820,123617-55050,123617-6654,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12548",1,0.0,119.59999999999998,60000,125.71019298598846,122.69889920562032,94.12436792560486,161.23357679976246,27.195075215531297,0.1107293786283914,67.1092088741576,117.42,128.01999999999998,8,1,0,2.3098070140115254,5.32110079437966,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,92,"123617-138820,123617-55050,123617-6654,123617-103539,123617-110484,123617-151903,123617-86312,123617-40845,123617-12548",2,1.02,118.89999999999998,59900,124.77302092694012,121.68755372617149,92.74922024904905,159.85342339934252,27.175246160397897,0.1135396228816896,67.10420315029347,111.11999999999999,121.71999999999998,8,1,0,-3.0530209269401354,0.03244627382849785,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,New Orleans Saints,12,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12542",1,0.0,119.69999999999996,60000,124.59088067284,120.90938660399335,93.18684566931042,160.28215703302175,27.731760186460143,0.132753710694646,67.09531136371133,99.82,110.41999999999999,8,1,0,-14.170880672840013,-10.489386603993367,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,8,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12548",1,0.0,119.89999999999998,60000,125.20136191389224,122.2016573803179,93.67313402614424,160.7455665261472,26.95052000294544,0.1113041430460893,67.07243250000296,96.32,115.02,7,2,0,-10.181361913892246,-7.181657380317901,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,76,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-103587,123617-12539",2,0.8599999999999999,119.0,59800,124.45520693060998,121.45243184711148,92.65341405606446,159.716099880203,26.740012161434876,0.1122952026113574,67.06268582413853,117.24000000000001,127.84,8,1,0,3.384793069390028,6.3875681528885195,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,68,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12525",2,0.78,119.0,60000,124.12622956763111,121.45989621160956,92.06801983244485,159.1095996825724,27.365185304055633,0.0974352384753043,67.04157985012755,93.62,121.82000000000001,6,3,0,-2.3062295676311066,0.36010378839044677,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,child_605417,"123617-138820,123617-55050,123617-110484,123617-12546,123617-90573,123617-103539,123617-151903,123617-86080,123617-102965",2,0.91,118.9,59200,123.165908477486,119.65159345766398,91.8444831176976,158.84249611176887,27.41323389943662,0.1281977541472859,66.99801299407126,102.04,118.94,7,2,0,-4.225908477486001,-0.7115934576639802,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,66,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12550",2,0.76,118.99999999999996,59900,124.55493621528652,121.1266372912042,93.00517462119066,159.98115622619275,26.797130642738768,0.1279352991105148,66.97598160500209,125.14,143.84,7,2,0,19.285063784713486,22.7133627087958,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Cade Otton,Michael Carter,Tennessee Titans,mutated_850237,"123617-138820,123617-55050,123617-93539,123617-12534,123617-90573,123617-167620,123617-151903,123617-86811,123617-152316",2,0.41,119.29999999999998,58700,118.001130317223,114.4492160021628,87.122159020259,154.09611129372098,26.80653921198009,0.1325017857386381,66.97395227346198,83.48,107.28,6,3,0,-10.721130317223,-7.169216002162798,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,18,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-86080,123617-12546",1,0.0,119.59999999999998,60000,124.51298957866044,121.1131028420601,92.78817014316448,159.7401207824892,27.190846308695654,0.1250379152602193,66.95195063932474,95.17999999999999,122.27999999999999,6,3,0,-2.232989578660451,1.1668971579398857,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_541931,"123617-138820,123617-55050,123617-110484,123617-12534,123617-90573,123617-103539,123617-86312,123617-86080,123617-6654",2,0.78,119.0,58900,122.7470636480082,119.27948838032762,91.38132711280352,158.3091374610164,27.30948864384021,0.1269732770504553,66.92781034821287,111.02,116.82,8,1,0,-5.9270636480082,-2.4594883803276275,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Brenton Strange,RJ Harvey,Las Vegas Raiders,child_411395,"123617-138820,123617-55050,123617-110484,123617-12537,123617-90573,123617-57403,123617-103539,123617-103587,123617-6654",2,1.01,118.9,59900,122.4913264486624,119.11870437349164,90.89862563907424,157.82554811018176,26.9832307742746,0.1249895575286766,66.92692247110753,114.22,114.22,9,0,0,-8.271326448662407,-4.89870437349164,True,False,False
