QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness,actual_only,actual_with_consensus,players_actual,players_consensus,players_missing,error_vs_mean,error_vs_median,in_range,above_p90,below_p10
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,New Orleans Saints,63,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-110484,123617-86312,123617-40845,123617-12542",2,0.73,119.09999999999998,60000,124.53615110743694,121.14111922446035,92.9029935826216,160.37307584796986,27.247678656514108,0.1245989401803566,160.37307584796986,119.52,119.52,9,0,0,-5.01615110743694,-1.621119224460358,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_512041,"123617-90573,123617-103539,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-152316,123617-12534",1,0.0,119.89999999999998,59600,124.27350183068307,120.86505298203376,91.84704503633846,160.36282238659484,27.245258216856012,0.1251024608216265,160.36282238659484,108.17999999999999,108.17999999999999,9,0,0,-16.09350183068308,-12.685052982033767,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_671484,"123617-90573,123617-167620,123617-103619,123617-138820,123617-55050,123617-110484,123617-86080,123617-129471,123617-12548",1,0.0,119.79999999999998,59400,125.04907052525688,121.54080845843578,93.35654684092046,160.34685050426953,27.351910203312897,0.1282638777600322,160.34685050426953,107.04,107.04,9,0,0,-18.009070525256874,-14.50080845843577,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,child_565896,"123617-90573,123617-103539,123617-86312,123617-138820,123617-55050,123617-110484,123617-86080,123617-6654,123617-12539",2,0.39,119.4,59600,124.69337815371316,120.65218410311104,92.91119314808972,160.3267826513982,27.843528747302823,0.1451394357115594,160.3267826513982,122.02,122.02,9,0,0,-2.673378153713159,1.3678158968889562,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,New Orleans Saints,12,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12542",1,0.0,119.69999999999996,60000,124.42416701406948,121.81577160476436,92.42133625249232,160.28847579763638,27.159802928266433,0.0960388194345264,160.28847579763638,102.91999999999999,102.91999999999999,9,0,0,-21.504167014069495,-18.895771604764377,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,child_284293,"123617-90573,123617-103539,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-129471,123617-12548",2,0.75,119.09999999999998,59600,125.30182053405106,122.13210087089516,94.17508029071496,160.21569732805395,27.185905915179024,0.1165942261790185,160.21569732805395,102.74,102.74,9,0,0,-22.561820534051066,-19.392100870895163,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,66,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-103619,123617-86080,123617-12550",2,0.76,118.99999999999996,59900,124.8369628788438,121.38591254179876,92.84539179728952,160.1628793608283,27.21064238527496,0.1268272276773804,160.1628793608283,131.74,131.74,9,0,0,6.903037121156203,10.35408745820125,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,87,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-151903,123617-86080,123617-12546",2,0.97,118.89999999999998,59900,124.8742925213612,121.71300079732632,92.25846118923464,160.13351950467518,28.118894457487983,0.1124258896029614,160.13351950467518,112.48,112.48,9,0,0,-12.394292521361194,-9.233000797326312,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Atlanta Falcons,21,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12525",2,0.31,119.5,60000,125.75332157056376,122.80265081662836,94.29034661025392,160.10634042518276,27.31045495665449,0.1080418015232088,160.10634042518276,104.74,104.74,9,0,0,-21.01332157056376,-18.062650816628363,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,1,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12539",1,0.0,120.5,60000,125.24713289369276,122.59249285809658,94.22678583575056,160.07975593348309,26.609831032630044,0.0997616269092788,160.07975593348309,109.32,109.32,9,0,0,-15.927132893692772,-13.272492858096584,True,False,False
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,88,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.98,118.9,59900,124.34116402003444,121.1115711476064,93.3088837928564,160.06789675746188,27.7609449570138,0.1163358407802351,160.06789675746188,117.62,117.62,9,0,0,-6.721164020034436,-3.4915711476063933,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Quentin Johnston,Hunter Henry,RJ Harvey,Los Angeles Chargers,148,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-120639,123617-40845,123617-12548",3,1.871607886562612,117.79999999999998,60000,124.64248140476678,121.9560791750569,92.95998505591233,160.0462265040599,27.12219103947058,0.0990481272622996,160.0462265040599,116.84,116.84,9,0,0,-7.80248140476678,-5.116079175056896,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,48,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12548",2,0.58,119.1,60000,125.29717501060276,122.2367795171578,93.43529043106854,160.04274884490124,27.298424312628917,0.1121088696694174,160.04274884490124,130.96,130.96,9,0,0,5.662824989397251,8.723220482842208,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Las Vegas Raiders,36,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12537",2,0.46,119.29999999999998,60000,124.17550661972184,121.12042531990356,92.0606521716697,160.0065588799112,27.749769269631024,0.1100939352011743,160.0065588799112,100.88,100.88,9,0,0,-23.29550661972185,-20.240425319903565,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,52,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12525",2,0.6200000000000001,119.1,59900,124.36922129304246,121.0054793253828,92.04511056501562,159.9983860719843,27.49058942715158,0.1223597615676222,159.9983860719843,113.02,113.02,9,0,0,-11.349221293042461,-7.985479325382798,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,71,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12525",2,0.81,119.0,59900,123.2670468673454,120.34161439776813,90.03147768017344,159.92102743283954,27.493677448583473,0.1064038259359147,159.92102743283954,114.94,114.94,9,0,0,-8.327046867345402,-5.401614397768128,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,22,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12525",2,0.32,119.5,60000,124.27348663756716,120.62630688446563,92.65581108354712,159.9193983453399,27.33929498713368,0.133404308882799,159.9193983453399,116.08,116.08,9,0,0,-8.193486637567162,-4.546306884465636,True,False,False
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,106,"123617-138820,123617-152316,123617-152647,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",3,2.2187065483145223,118.2,60000,124.23447368380702,120.5776176943504,93.3102207844738,159.9095820505621,27.133371171711804,0.1347733743188208,159.9095820505621,112.28,112.28,9,0,0,-11.954473683807024,-8.297617694350393,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,59,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-151903,123617-40845,123617-12539",2,0.69,119.09999999999998,59900,124.56663581691116,120.80581199314004,92.97450982280807,159.9073794750338,27.40966491963501,0.1372079459853978,159.9073794750338,121.53999999999999,121.53999999999999,9,0,0,-3.026635816911167,0.7341880068599522,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,child_436297,"123617-167620,123617-103539,123617-103619,123617-138820,123617-55050,123617-110484,123617-86080,123617-152316,123617-12525",3,1.9642401998523524,117.59999999999998,59800,124.18677041341196,120.81824596004608,91.8285021761365,159.9014776679073,27.972635889941596,0.1204221320657569,159.9014776679073,112.88000000000001,112.88000000000001,9,0,0,-11.306770413411954,-7.938245960046075,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,child_977139,"123617-90573,123617-167620,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-151966,123617-12534",2,0.45,119.3,59200,123.7070848334252,120.90941019719688,91.1937149880547,159.89758337761745,27.840089411261157,0.1004908639085289,159.89758337761745,105.16,105.16,9,0,0,-18.547084833425203,-15.74941019719688,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Atlanta Falcons,124,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-86518,123617-110484,123617-40845,123617-12525",3,1.5449980133720094,117.9,59900,124.52673766167976,121.58684545145334,91.77619141494252,159.87323659500004,27.479221405152316,0.1069860083326521,159.87323659500004,96.14,96.14,9,0,0,-28.38673766167976,-25.446845451453342,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,81,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-103539,123617-151903,123617-86080,123617-12534",2,0.91,118.9,59900,124.67706400591304,121.37588561147692,93.37784711154043,159.84503551610635,26.835629852724757,0.1230147536149948,159.84503551610635,99.76,99.76,9,0,0,-24.917064005913033,-21.615885611476912,True,False,False
C.J. Stroud,De'Von Achane,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,142,"123617-138820,123617-45889,123617-152647,123617-90573,123617-129471,123617-110484,123617-151903,123617-40845,123617-12539",3,2.4600322963246453,117.79999999999998,60000,123.78970603600771,120.78988615080009,91.61159992954067,159.8434333868151,27.333564559846412,0.1097485795765709,159.8434333868151,110.94,110.94,9,0,0,-12.849706036007717,-9.849886150800089,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,42,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12546",2,0.52,119.2,59900,123.86899886317715,120.84059593555445,91.98222347303631,159.76827309572536,27.129105169314183,0.1116292966068102,159.76827309572536,98.22,98.22,9,0,0,-25.648998863177155,-22.620595935554448,True,False,False
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,19,"123617-138820,123617-6654,123617-152647,123617-90573,123617-103539,123617-110484,123617-151903,123617-86080,123617-12548",1,0.0,119.5,59900,124.96904749451748,122.95394083675131,93.63002265505052,159.70868204663182,26.527867135676168,0.0759618799151826,159.70868204663182,101.02,101.02,9,0,0,-23.949047494517487,-21.93394083675132,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Denver Broncos,67,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12531",2,0.77,119.0,59900,124.41056588120108,120.41787733164183,92.82673120612974,159.68711761837503,27.099828146383334,0.1473326150997039,159.68711761837503,118.04,118.04,9,0,0,-6.370565881201074,-2.3778773316418267,True,False,False
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,child_526853,"123617-90573,123617-167620,123617-86312,123617-138820,123617-55050,123617-110484,123617-40845,123617-89951,123617-12539",2,0.58,119.1,59500,124.22956645668089,121.31004184697832,92.77534718682256,159.67395743875417,27.11316983012399,0.1076792063781061,159.67395743875417,131.56,131.56,9,0,0,7.330433543319117,10.24995815302168,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,child_373107,"123617-90573,123617-103539,123617-151903,123617-138820,123617-55050,123617-110484,123617-40845,123617-102965,123617-12539",1,0.0,119.9,59700,124.73411828434324,121.91856765050596,93.23227886989982,159.64521968224724,27.375664898485137,0.1028486666635475,159.64521968224724,113.74,113.74,9,0,0,-10.994118284343244,-8.178567650505968,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,37,"123617-138820,123617-55050,123617-152316,123617-90573,123617-167620,123617-110484,123617-86312,123617-86080,123617-12542",2,0.47,119.29999999999998,60000,124.27697295219616,121.424743799732,92.63967347712958,159.64345666934318,27.257283788536434,0.1046409897109302,159.64345666934318,128.78,128.78,9,0,0,4.50302704780384,7.355256200268002,True,False,False
Bo Nix,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,32,"123617-138820,123617-152647,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",2,0.42,119.29999999999998,60000,125.13950078532874,122.43296524615086,94.33004538203838,159.6227495667323,26.81377826159467,0.1009382382733597,159.6227495667323,109.34,109.34,9,0,0,-15.799500785328732,-13.092965246150854,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,39,"123617-138820,123617-55050,123617-152316,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12539",2,0.49,119.29999999999998,60000,124.63867492071408,121.11694334352804,93.41679169530708,159.5866124156414,27.56734097358306,0.1277501366766125,159.5866124156414,115.58,115.58,9,0,0,-9.058674920714083,-5.536943343528037,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,25,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12548",2,0.35,119.4,59800,124.84306619305346,121.29319038920204,93.88236569211492,159.56042862186234,26.723611972986827,0.1328366766977363,159.56042862186234,125.84,125.84,9,0,0,0.9969338069465437,4.546809610797965,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,75,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-167620,123617-151903,123617-86080,123617-12534",2,0.8500000000000001,119.0,59900,124.20774906020154,120.97591659067288,92.76116150928124,159.54764393291316,26.93039862864018,0.1200068559732217,159.54764393291316,92.03999999999999,92.03999999999999,9,0,0,-32.167749060201544,-28.93591659067289,False,False,True
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,RJ Harvey,Miami Dolphins,17,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-86312,123617-40845,123617-12539",1,0.0,119.59999999999998,60000,124.41242676673656,120.9600845522923,93.47663375316792,159.52597730565523,27.101745241079573,0.1273844980732595,159.52597730565523,122.67999999999999,122.67999999999999,9,0,0,-1.732426766736566,1.7199154477076917,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Brenton Strange,RJ Harvey,Miami Dolphins,76,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-151903,123617-103587,123617-12539",2,0.8599999999999999,119.0,59800,124.4986067153028,121.15327870014146,93.34049279765944,159.5028587799041,27.043649200152597,0.1237010578861696,159.5028587799041,120.34,120.34,9,0,0,-4.1586067153027955,-0.8132787001414528,True,False,False
Matthew Stafford,De'Von Achane,Ashton Jeanty,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,83,"123617-138820,123617-6654,123617-167031,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",2,0.93,118.9,60000,123.77881304044924,120.28327688863332,91.99111778236544,159.44601776726554,27.305112013421247,0.1280176455638703,159.44601776726554,101.52,101.52,9,0,0,-22.25881304044924,-18.763276888633328,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Brenton Strange,RJ Harvey,New York Giants,child_203156,"123617-90573,123617-86518,123617-151903,123617-138820,123617-55050,123617-110484,123617-103587,123617-152316,123617-12543",1,0.0,119.59999999999998,59600,122.94773320467084,120.05898276280786,90.96341782794164,159.40434723592523,27.67585811048964,0.1043779900276363,159.40434723592523,101.58,101.58,9,0,0,-21.36773320467084,-18.47898276280786,True,False,False
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Kenneth Gainwell,Los Angeles Chargers,mutated_439210,"123617-90573,123617-167620,123617-151903,123617-138820,123617-55050,123617-90912,123617-86080,123617-129471,123617-12548",2,0.39,119.4,59900,123.005355332397,120.15826152696404,91.26978199185838,159.37369582282605,27.27284992675311,0.1043929700445474,159.37369582282605,92.44,92.44,9,0,0,-30.565355332397004,-27.718261526964042,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,Tyjae Spears,Los Angeles Chargers,118,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-40845,123617-107293,123617-12548",3,2.2726124283924323,118.0,59900,123.7482989047973,120.52391272830153,92.32277909504197,159.3440842254175,27.65744847264473,0.1165829226685508,159.3440842254175,94.38,94.38,9,0,0,-29.3682989047973,-26.14391272830153,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,Kyle Pitts Sr.,Los Angeles Chargers,196,"123617-138820,123617-55050,123617-151966,123617-90573,123617-167620,123617-103539,123617-40845,123617-86080,123617-12548",3,1.7208177583133468,117.6,60000,124.17092498734392,120.68306284606528,92.48312276192873,159.34222943700004,27.665359931025503,0.1260732609289913,159.34222943700004,103.56,103.56,9,0,0,-20.61092498734392,-17.12306284606528,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Tre Tucker,Hunter Henry,RJ Harvey,Miami Dolphins,198,"123617-138820,123617-55050,123617-152316,123617-167620,123617-103539,123617-110484,123617-103619,123617-40845,123617-12539",3,1.9642401998523524,117.59999999999998,59800,124.2479067469436,121.12149865030707,92.36464791487028,159.32839761175822,26.98388319333695,0.1158620527014628,159.32839761175822,119.48,119.48,9,0,0,-4.767906746943595,-1.6414986503070708,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Hunter Henry,TreVeyon Henderson,Tennessee Titans,94,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-103539,123617-86312,123617-40845,123617-12534",2,1.04,118.9,60000,123.78139777355985,120.26990145321496,92.56632017132628,159.32125023207377,27.28677287625893,0.1286885897525854,159.32125023207377,108.83999999999999,108.83999999999999,9,0,0,-14.941397773559856,-11.429901453214967,True,False,False
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,50,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12537",2,0.6000000000000001,119.1,59900,124.2242448500388,121.01772507445963,92.33827765216928,159.2848939067573,28.001379976921815,0.1145129196568848,159.2848939067573,107.08,107.08,9,0,0,-17.144244850038802,-13.937725074459635,True,False,False
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,child_969390,"123617-90573,123617-103539,123617-86312,123617-138820,123617-55050,123617-152647,123617-86080,123617-102965,123617-12534",1,0.0,119.7,59700,124.08081982867272,121.57392330616972,93.24123245891948,159.25638769775148,26.507578801228753,0.0945728216560758,159.25638769775148,111.24,111.24,9,0,0,-12.840819828672721,-10.333923306169723,True,False,False
Jaxson Dart,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,child_376256,"123617-167620,123617-103539,123617-151903,123617-138820,123617-55050,123617-110484,123617-86080,123617-151966,123617-12539",2,0.45,119.3,59300,123.9707563834301,120.46007080178693,92.25992855724245,159.2549878134475,27.748466705024345,0.1265181827508875,159.2549878134475,114.56,114.56,9,0,0,-9.410756383430098,-5.900070801786924,True,False,False
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,68,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12525",2,0.78,119.0,60000,124.07872146386865,120.85873636701588,91.72261587923816,159.24430739639678,27.089824823878132,0.1188632675843121,159.24430739639678,99.72,99.72,9,0,0,-24.358721463868648,-21.13873636701588,True,False,False
