QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Denver Broncos,67,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-86312,123617-86080,123617-12531",2,0.77,119.0,59900,124.10080895882922,120.84961281705557,92.43324512677682,159.35058214502376,26.98664251403412,0.12047427315505799
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,52,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12525",2,0.6200000000000001,119.1,59900,123.94166821900124,120.84817889167385,92.28855537136792,159.72989955879336,27.30147754575981,0.11330849482935182
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Alec Pierce,Hunter Henry,RJ Harvey,Los Angeles Chargers,106,"123617-138820,123617-152316,123617-152647,123617-90573,123617-86518,123617-110484,123617-86312,123617-40845,123617-12548",3,2.3037953149731103,118.2,60000,124.03415119742802,120.78389585086828,92.22867555725713,159.170223437669,27.54123826437913,0.11801413267476453
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,29,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-110484,123617-86312,123617-86080,123617-12539",2,0.39,119.4,59900,124.65086059741779,120.7477893587881,92.6819786536743,160.2552501914477,28.04955958490033,0.13914910951866774
Drake Maye,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Wan'Dale Robinson,Troy Franklin,Brenton Strange,RJ Harvey,Los Angeles Chargers,140,"123617-138820,123617-152316,123617-152647,123617-167620,123617-103539,123617-110484,123617-151903,123617-103587,123617-12548",3,1.9543310760033683,117.8,60000,124.22538418224399,120.7462124247592,92.9143039678771,159.46227021654644,26.976626944576036,0.12896985841235128
C.J. Stroud,De'Von Achane,Christian McCaffrey,Davante Adams,Jaylen Waddle,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,54,"123617-138820,123617-55050,123617-45889,123617-90573,123617-129471,123617-110484,123617-151903,123617-86080,123617-12534",2,0.64,119.09999999999998,59900,124.3351575748743,120.74060799052987,92.95582196123135,160.12239065254573,27.607533371059937,0.13020176543959128
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Hunter Henry,RJ Harvey,Tennessee Titans,31,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-103539,123617-110484,123617-40845,123617-12534",2,0.41,119.29999999999998,60000,123.74064397058166,120.73673283441585,92.14061601635174,159.80668085147917,27.068903564237463,0.11097276729503293
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,99,"123617-138820,123617-55050,123617-89951,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12525",2,1.09,118.9,59900,124.21876551277572,120.72255835430533,93.90561316843812,159.85602836793956,26.536164526864923,0.1317525430222164
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,68,"123617-138820,123617-55050,123617-6654,123617-167620,123617-86518,123617-110484,123617-151903,123617-86080,123617-12525",2,0.78,119.0,60000,124.12747189420925,120.71660856904865,92.1318423580855,159.6057585815151,27.48739092388842,0.12408828959449665
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Hunter Henry,RJ Harvey,Miami Dolphins,59,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-151903,123617-40845,123617-12539",2,0.69,119.09999999999998,59900,124.30723380450254,120.69634695121391,92.66241094498064,160.08776831778798,27.24666396467037,0.13252583354684164
Drake Maye,De'Von Achane,Ashton Jeanty,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,57,"123617-138820,123617-152316,123617-167031,123617-90573,123617-167620,123617-110484,123617-151903,123617-86080,123617-12548",2,0.67,119.1,60000,124.31658187760918,120.69304971778224,92.61992118053304,159.33216792910355,27.521049022864048,0.13166402766175678
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Tre Tucker,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,58,"123617-138820,123617-55050,123617-6654,123617-152647,123617-90573,123617-151903,123617-103619,123617-86080,123617-12534",2,0.6799999999999999,119.09999999999998,59900,124.10099993225464,120.60405767143163,93.12182893726015,159.1026122471769,27.40849724881982,0.12758606314957963
Matthew Stafford,De'Von Achane,Christian McCaffrey,Wan'Dale Robinson,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,69,"123617-138820,123617-55050,123617-6654,123617-152647,123617-103539,123617-86518,123617-151903,123617-86080,123617-12534",2,0.79,119.0,60000,124.09566285749962,120.59219906680964,92.7390466375094,159.24950139429325,27.25307769209316,0.12855295942250314
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Atlanta Falcons,71,"123617-138820,123617-55050,123617-102965,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12525",2,0.81,119.0,59900,123.68285524929026,120.58112641676576,91.87098892317213,158.27052632433708,27.3374480314967,0.11346080398400245
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Hunter Henry,RJ Harvey,Atlanta Falcons,124,"123617-138820,123617-55050,123617-90573,123617-129471,123617-167620,123617-86518,123617-110484,123617-40845,123617-12525",3,1.566132582511916,117.9,59900,124.3876365781556,120.55491944812616,92.47654983225142,160.48120809804513,27.372028559306077,0.14002313061033142
Drake Maye,De'Von Achane,TreVeyon Henderson,Tetairoa McMillan,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,154,"123617-138820,123617-152316,123617-152647,123617-167620,123617-110484,123617-151903,123617-86312,123617-86080,123617-12550",3,1.8087616905255683,117.7,59900,123.36188688581079,120.5433418643386,92.15053614777415,157.43655976342183,26.401163701762854,0.10675836312790979
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,42,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-86518,123617-110484,123617-86080,123617-12546",2,0.52,119.2,59900,123.92868180190854,120.53945750418751,92.04780131723712,159.40491475767269,27.408795529685204,0.12365462371559947
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Las Vegas Raiders,36,"123617-138820,123617-55050,123617-152316,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12537",2,0.46,119.29999999999998,60000,123.68921433607363,120.52841331190142,92.43945371045074,160.2921657485503,27.231998980700475,0.11606937215341039
Bo Nix,De'Von Achane,Christian McCaffrey,Davante Adams,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,56,"123617-138820,123617-55050,123617-45889,123617-102965,123617-103539,123617-110484,123617-151903,123617-86080,123617-12534",2,0.66,119.09999999999998,59900,124.02875703552296,120.51638073422617,92.23900367302197,160.17976136336944,27.899881109688625,0.12589216016684246
Tua Tagovailoa,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,184,"123617-138820,123617-55050,123617-90573,123617-90572,123617-57403,123617-86518,123617-110484,123617-86080,123617-12548",3,2.7346317632884274,117.6,60000,123.30695127714738,120.49596222769605,92.55210562229672,158.00707783554574,26.530127950564317,0.10595459828498605
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Tyler Warren,RJ Harvey,Tennessee Titans,108,"123617-138820,123617-55050,123617-102965,123617-90573,123617-103539,123617-137530,123617-86518,123617-110484,123617-12534",3,1.8012904124091744,118.2,60000,123.25065345750247,120.48331379184268,91.3287683753749,158.18704410111613,27.075334268175023,0.10220888275099102
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Alec Pierce,Theo Johnson,RJ Harvey,Atlanta Falcons,177,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-110484,123617-86312,123617-128810,123617-12525",3,2.1487138574874733,117.6,60000,123.8545094000021,120.47501949376193,91.9235104994953,159.85033561811417,27.784824689134823,0.1216307802568827
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,27,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12546",2,0.37,119.39999999999998,60000,123.57501431326325,120.47214124739746,91.13384977835965,160.3171722991775,27.76662925056052,0.11174828020592943
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,Tyjae Spears,Los Angeles Chargers,118,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-86518,123617-40845,123617-107293,123617-12548",3,2.6471827083010124,118.0,59900,123.69639813273292,120.46846139203473,91.93176282278196,159.68096686551337,27.160656823645173,0.11884604859364307
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Adonai Mitchell,Hunter Henry,RJ Harvey,Los Angeles Chargers,85,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-40845,123617-151789,123617-12548",2,0.95,118.89999999999998,60000,123.86236582904057,120.46376631777436,92.72626929262691,159.30516669223778,26.96632046720401,0.12603126612692794
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Alec Pierce,Tre Tucker,Brenton Strange,RJ Harvey,Los Angeles Chargers,138,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-86312,123617-103619,123617-103587,123617-12548",3,2.823100789412221,117.79999999999998,59900,123.52678022027216,120.43611711901296,92.02134539805652,159.30268639109977,26.77856752888913,0.11541555006349541
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Tetairoa McMillan,Wan'Dale Robinson,Hunter Henry,RJ Harvey,Arizona Cardinals,117,"123617-138820,123617-6654,123617-152647,123617-90573,123617-167620,123617-103539,123617-110484,123617-40845,123617-12546",3,2.5713444662653178,118.0,59800,123.07646316945399,120.42595968662923,91.67630730651857,158.28105326490297,27.10417608513649,0.09778948729152682
Drake Maye,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,173,"123617-138820,123617-152316,123617-152647,123617-90573,123617-86518,123617-110484,123617-103619,123617-86080,123617-12550",3,2.477709790644614,117.6,60000,123.62629304527137,120.38265591501084,92.41365675272695,158.74878237709504,27.147930292876456,0.11948008909952319
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Los Angeles Rams,170,"123617-138820,123617-55050,123617-89951,123617-167620,123617-103539,123617-86518,123617-110484,123617-86080,123617-12538",3,2.3902987032224976,117.6,60000,123.79289489173242,120.37581595992228,92.59372871019951,159.56937347103963,27.250404462522983,0.12539553078962878
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Quentin Johnston,Kyle Pitts Sr.,RJ Harvey,Los Angeles Chargers,45,"123617-138820,123617-55050,123617-102965,123617-90573,123617-110484,123617-151903,123617-120639,123617-86080,123617-12548",2,0.55,119.09999999999998,59800,124.10899963156486,120.35774211356924,93.2380885835127,158.45352957263069,26.818433888868803,0.13987608424638845
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,64,"123617-138820,123617-55050,123617-6654,123617-167620,123617-57403,123617-110484,123617-151903,123617-86080,123617-12539",2,0.74,119.09999999999998,60000,123.8901884411404,120.35173684208425,92.56706922747972,160.05693879391555,27.129701374438994,0.13042722255652975
Matthew Stafford,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Wan'Dale Robinson,Khalil Shakir,Kyle Pitts Sr.,Woody Marks,Miami Dolphins,163,"123617-138820,123617-55050,123617-6654,123617-167620,123617-103539,123617-138774,123617-86518,123617-86080,123617-12539",3,1.9917607254446013,117.7,60000,123.40177690731468,120.35065200611251,91.52671451403955,158.49748594825616,27.02312176832013,0.11290793592837527
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,Tyjae Spears,Los Angeles Chargers,86,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-151903,123617-40845,123617-107293,123617-12548",2,0.96,118.9,59900,124.03248620859874,120.31614853209146,92.47131806842152,159.2570634899811,27.316305433523464,0.13604832782205123
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Hunter Henry,RJ Harvey,New Orleans Saints,12,"123617-138820,123617-55050,123617-6654,123617-90573,123617-103539,123617-110484,123617-151903,123617-40845,123617-12542",1,0.0,119.69999999999996,60000,123.71155322690667,120.29112055568888,92.4939845023773,159.0285427254088,27.081141788243173,0.12630311889961449
Matthew Stafford,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Troy Franklin,Tre Tucker,Hunter Henry,RJ Harvey,Seattle Seahawks,144,"123617-138820,123617-6654,123617-152647,123617-90573,123617-110484,123617-151903,123617-103619,123617-40845,123617-12550",3,1.6610689490599992,117.79999999999998,59900,123.29943064968027,120.28333277080264,92.89024900308212,157.2821495601594,26.845625734415275,0.1123496955785644
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Khalil Shakir,Quentin Johnston,Hunter Henry,RJ Harvey,Los Angeles Chargers,148,"123617-138820,123617-55050,123617-102965,123617-167620,123617-86518,123617-110484,123617-120639,123617-40845,123617-12548",3,2.187998399804853,117.79999999999998,60000,123.47137748782467,120.2798563976809,92.52194269715048,157.81455291770547,26.774756747876314,0.1191988827460368
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Courtland Sutton,Kyle Pitts Sr.,RJ Harvey,Arizona Cardinals,72,"123617-138820,123617-55050,123617-102965,123617-90573,123617-167620,123617-57403,123617-110484,123617-86080,123617-12546",2,0.8200000000000001,119.0,60000,123.74779101243834,120.27478487329697,92.21377901711078,158.53105766045806,27.18464590925301,0.1277561661363868
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Brenton Strange,RJ Harvey,Seattle Seahawks,172,"123617-138820,123617-55050,123617-89951,123617-90573,123617-110484,123617-151903,123617-86312,123617-103587,123617-12550",3,2.491737594801761,117.59999999999998,59900,123.38325641510296,120.25470235640339,92.18500346655276,158.4038146827636,26.626261625866157,0.11749881010935216
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Miami Dolphins,183,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-57403,123617-86312,123617-86080,123617-12539",3,2.7106873767023245,117.6,60000,123.646813961663,120.22887302235893,92.00501320506166,158.9776740255763,27.08275056923064,0.12620361179958134
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Tetairoa McMillan,Dalton Schultz,RJ Harvey,Tennessee Titans,161,"123617-138820,123617-55050,123617-102965,123617-90573,123617-25079,123617-167620,123617-110484,123617-55042,123617-12534",3,2.4917042568097756,117.7,59900,123.11387189602479,120.1839138739519,92.23368210303919,158.34817491177515,26.750916364589248,0.1095273889739098
Jaxson Dart,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Hunter Henry,TreVeyon Henderson,New York Giants,134,"123617-138820,123617-55050,123617-152647,123617-151966,123617-90573,123617-151903,123617-86312,123617-40845,123617-12543",3,1.5830063205232792,117.8,60000,123.18908787625362,120.17760017603149,91.02583037752827,158.48127132198704,27.321767923467796,0.11022301736321544
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Quentin Johnston,Kyle Pitts Sr.,RJ Harvey,Miami Dolphins,62,"123617-138820,123617-55050,123617-152316,123617-90573,123617-110484,123617-151903,123617-120639,123617-86080,123617-12539",2,0.72,119.09999999999998,59900,123.16239932057061,120.17368346191778,92.1126259854654,158.40780171903845,27.154044408347396,0.11006521951971474
Matthew Stafford,De'Von Achane,Ashton Jeanty,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Hunter Henry,RJ Harvey,Los Angeles Chargers,83,"123617-138820,123617-6654,123617-167031,123617-90573,123617-167620,123617-110484,123617-151903,123617-40845,123617-12548",2,0.93,118.9,60000,122.90165538427769,120.09586744504449,92.98952603299946,155.93500324796702,25.894569694802648,0.10835429869283959
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,New York Giants,28,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-86518,123617-110484,123617-86080,123617-12543",2,0.38,119.4,59900,123.52421846269377,120.04113555798949,91.33535563490044,158.8232079194152,27.479789110840134,0.12675071452168754
Bo Nix,De'Von Achane,Christian McCaffrey,Chris Olave,Jaylen Waddle,Khalil Shakir,Hunter Henry,RJ Harvey,New York Giants,129,"123617-138820,123617-55050,123617-102965,123617-87770,123617-90573,123617-86518,123617-110484,123617-40845,123617-12543",3,1.801628417417573,117.9,60000,122.71263818833374,120.03897205839743,90.77470354167188,158.10773431622255,26.859114421394228,0.09954409099231652
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Hunter Henry,RJ Harvey,Arizona Cardinals,24,"123617-138820,123617-55050,123617-6654,123617-90573,123617-86518,123617-110484,123617-151903,123617-40845,123617-12546",2,0.3399999999999999,119.39999999999998,60000,123.36779594324159,120.038296865207,91.91662692558513,158.70383888304076,27.28040744622106,0.12204726357544915
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,TreVeyon Henderson,Tennessee Titans,81,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-103539,123617-151903,123617-86080,123617-12534",2,0.91,118.9,59900,123.53295061698873,119.99237525488039,91.93262806682395,160.00141419580922,27.311185125226253,0.1296382909007509
Bo Nix,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Troy Franklin,Alec Pierce,Hunter Henry,TreVeyon Henderson,New Orleans Saints,130,"123617-138820,123617-55050,123617-152647,123617-102965,123617-167620,123617-151903,123617-86312,123617-40845,123617-12542",3,1.5159830645313894,117.89999999999998,60000,123.24593279071375,119.98027207955192,91.39124679880385,159.6282064820532,28.13226465896752,0.11608239687596061
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Kyle Pitts Sr.,Breece Hall,Las Vegas Raiders,101,"123617-138820,123617-55050,123617-102965,123617-103064,123617-90573,123617-103539,123617-151903,123617-86080,123617-12537",3,2.5073273461886125,118.5,60000,122.67659711765592,119.96244314296037,91.37044502365599,157.19300944982547,26.512584996436583,0.10237228754043952
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Wan'Dale Robinson,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,95,"123617-138820,123617-55050,123617-6654,123617-90573,123617-57403,123617-103539,123617-110484,123617-86080,123617-12537",2,1.05,118.9,59900,123.63236014462211,119.94745814147417,92.80718866283422,159.69654712618913,27.196784186246973,0.13549035716551158
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Alec Pierce,Kyle Pitts Sr.,TreVeyon Henderson,Arizona Cardinals,79,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-86312,123617-86080,123617-12546",2,0.8900000000000001,119.0,60000,123.77464789068615,119.91258636277524,92.25762955566802,159.24964734903185,27.207497912240285,0.14194842687733594
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Quentin Johnston,Hunter Henry,RJ Harvey,Miami Dolphins,96,"123617-138820,123617-55050,123617-6654,123617-90573,123617-110484,123617-151903,123617-120639,123617-40845,123617-12539",2,1.06,118.89999999999998,59900,122.98338577328862,119.88361151319175,92.32318468346813,158.01818104400792,26.678145900370822,0.11619151764417701
Drake Maye,De'Von Achane,Christian McCaffrey,Tetairoa McMillan,Courtland Sutton,Troy Franklin,Hunter Henry,RJ Harvey,New York Giants,109,"123617-138820,123617-55050,123617-152316,123617-167620,123617-57403,123617-110484,123617-151903,123617-40845,123617-12543",3,1.8323474012655248,118.19999999999996,60000,123.07616388705075,119.8549224231257,91.30144796422391,159.41979829779575,27.77650438930475,0.11597000899671818
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Troy Franklin,Brenton Strange,Tyjae Spears,Seattle Seahawks,157,"123617-138820,123617-55050,123617-152316,123617-90573,123617-103539,123617-151903,123617-103587,123617-12550,123617-107293",3,2.983136536644252,117.7,60000,123.72450505419802,119.84049145404748,91.21595795839401,160.43746732776262,28.515802175915137,0.13620565804847087
C.J. Stroud,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Wan'Dale Robinson,Khalil Shakir,Hunter Henry,TreVeyon Henderson,New York Giants,185,"123617-138820,123617-55050,123617-152647,123617-90573,123617-129471,123617-103539,123617-86518,123617-40845,123617-12543",3,2.817528042801998,117.6,60000,122.99813125629727,119.82240490991192,91.69237598987351,158.23337825515148,27.00419542079963,0.11760122073251197
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Ashton Jeanty,Tennessee Titans,30,"123617-138820,123617-55050,123617-102965,123617-167031,123617-90573,123617-167620,123617-151903,123617-86080,123617-12534",2,0.4,119.3,59900,123.65865047001084,119.80297225329919,92.0264341488457,159.4680232372214,27.81898663000846,0.13859880188994791
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,84,"123617-138820,123617-55050,123617-6654,123617-90573,123617-86518,123617-110484,123617-151903,123617-86080,123617-12542",2,0.9400000000000002,118.89999999999998,59600,122.89570128256115,119.79155801354413,91.51253871923687,157.45000243060417,27.231088998557826,0.11399262325430366
Josh Allen,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Khalil Shakir,Tre Tucker,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,113,"123617-62239,123617-138820,123617-55050,123617-90573,123617-86518,123617-110484,123617-103619,123617-86080,123617-12534",3,1.8854938456364871,118.1,60000,123.49459392572555,119.78192496820697,91.75269068673244,159.74250244064268,28.223709188264213,0.13154433149638475
Josh Allen,De'Von Achane,TreVeyon Henderson,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,120,"123617-62239,123617-138820,123617-152647,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12534",3,2.7692107715775274,117.9,60000,122.9229076220659,119.75783757513133,90.99816599201273,157.74894643636097,27.810869392530762,0.11380694369031932
Drake Maye,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Courtland Sutton,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Las Vegas Raiders,38,"123617-138820,123617-55050,123617-152316,123617-90573,123617-57403,123617-110484,123617-151903,123617-86080,123617-12537",2,0.48,119.29999999999998,60000,123.61197996360339,119.7577232124016,92.13004095131471,159.313197326909,27.088310603954184,0.14228486994088024
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Troy Franklin,Kyle Pitts Sr.,Woody Marks,Tennessee Titans,82,"123617-138820,123617-55050,123617-6654,123617-90573,123617-167620,123617-138774,123617-151903,123617-86080,123617-12534",2,0.9200000000000002,118.9,59800,123.08812873557538,119.74863873155275,90.8835390303023,158.20135221740787,27.77849089951095,0.12021855384812964
Bo Nix,De'Von Achane,Breece Hall,Jaylen Waddle,Tetairoa McMillan,Khalil Shakir,Kyle Pitts Sr.,RJ Harvey,Seattle Seahawks,193,"123617-138820,123617-102965,123617-103064,123617-90573,123617-167620,123617-86518,123617-110484,123617-86080,123617-12550",3,2.1816429575621576,117.6,60000,122.96094868983873,119.73909794968125,92.56424414557738,157.7376394250152,26.5925761452932,0.1211560219872769
Bo Nix,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Troy Franklin,Parker Washington,Hunter Henry,TreVeyon Henderson,Las Vegas Raiders,151,"123617-138820,123617-55050,123617-152647,123617-102965,123617-90573,123617-151903,123617-137516,123617-40845,123617-12537",3,2.206431479257015,117.7,60000,122.88153800068272,119.71411783052584,91.26835452892121,157.7036808140421,26.874690531708236,0.11785885185988622
Bo Nix,De'Von Achane,TreVeyon Henderson,Davante Adams,Jaylen Waddle,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,New Orleans Saints,100,"123617-138820,123617-45889,123617-152647,123617-102965,123617-90573,123617-110484,123617-151903,123617-86080,123617-12542",3,2.9333379021159396,118.6,60000,122.96786911481975,119.70775666178615,91.55370062371586,158.19944265751857,27.18909763215317,0.11990513613729752
Matthew Stafford,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Stefon Diggs,Troy Franklin,Kyle Pitts Sr.,RJ Harvey,Tennessee Titans,53,"123617-138820,123617-55050,123617-6654,123617-90573,123617-25079,123617-110484,123617-151903,123617-86080,123617-12534",2,0.63,119.09999999999998,59800,123.18879442583052,119.67884143287691,91.23091081972358,159.1027456187847,27.451372660554878,0.12786074621314283
Trevor Lawrence,De'Von Achane,Christian McCaffrey,Jaylen Waddle,Tetairoa McMillan,Tre Tucker,Hunter Henry,TreVeyon Henderson,Tennessee Titans,152,"123617-138820,123617-55050,123617-152647,123617-89951,123617-90573,123617-167620,123617-103619,123617-40845,123617-12534",3,2.1451230068345377,117.7,60000,122.75287943372732,119.63721793830001,91.27354812038844,157.96137284312067,27.023264847808257,0.11529552454058867
Bo Nix,De'Von Achane,Christian McCaffrey,Chris Olave,Jaylen Waddle,Troy Franklin,Dalton Schultz,RJ Harvey,New Orleans Saints,191,"123617-138820,123617-55050,123617-102965,123617-87770,123617-90573,123617-110484,123617-151903,123617-55042,123617-12542",3,2.2295817150256436,117.59999999999998,60000,122.91177340295924,119.62517568104116,91.36405988832333,158.77072856588785,27.285927487265702,0.1204502842519073
